Commodity,PALLFNF,PEXGALL,PNFUEL,PFANDB,PFOOD,PBEVE,PINDU,PAGRI,PRAWM,PALLMETA,PMETA,PPMETA,PEXGMETA,PFERT,PNRG,POILAPSP,PNGAS,PCOAL,PALUM,PBANSOP,PBARL,PBEEF,PCOALAU,PCOALSA_USD,PCOCO,PCOFFOTM,PCOFFROB,PROIL,PCOPP,PCOTTIND,PFSHMEAL,PGNUTS,PHIDE,PIORECR,PLAMB,PLEAD,PLOGORE,PLOGSK,PMAIZMT,PNGASEU,PNGASJP,PNGASUS,PNICK,POILAPSP,POILBRE,POILDUB,POILWTI,POLVOIL,PORANG,PPOIL,PPORK,PPOULT,PRICENPQ,PRUBB,PSALM,PSAWMAL,PSAWORE,PSHRI,PSMEA,PSOIL,PSOYB,PSUGAISA,PSUGAUSA,PSUNO,PTEA,PTIN,PURAN,PWHEAMT,POATS,PSORG,PWOOLC,PWOOLF,PZINC,PLMMODY,PCOBA,PGOLD,PSILVER,PPALLA,PPLAT,PPROPANE,PUREA,PPOTASH,PDAP,PTOMATO,PMILK,PCHANA,PAPPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020M2,110.15,108.14,110.75,99.90,101.17,84.85,118.05,99.74,98.68,129.29,125.75,132.72,130.39,88.85,109.29,125.44,60.11,114.74,1688.10,1187.85,110.84,206.88,71.05,82.52,2716.21,135.50,68.07,890.04,5687.75,76.57,1339.70,1927.68,39.34,87.63,128.68,1872.54,195.45,270.56,168.74,3.00,2.92,1.85,12715.55,53.45,55.69,54.05,50.61,2737.94,0.98,642.25,54.88,108.43,430.25,71.66,7.29,706.43,337.65,7.51,320.64,666.86,325.43,15.07,26.60,913.68,267.25,16480.30,24.69,172.23,2.95,7.45,1143.09,1224.22,2113.24,22454.08,33542.08,1597.10,17.92,2524.70,961.10,0.40,118.03,210.71,309.23,3.65,17.00,59.45,2.78,7573.24,122.46,84090.14,1958.75,3000.72,1695.00,15983.50,,,,,,,,,,,,,,,,,,,,,,,,,
2020M3,93.18,89.29,107.13,96.13,97.22,83.33,114.22,96.10,95.84,125.24,121.52,128.84,123.39,90.70,72.99,75.57,58.69,101.16,1610.89,1191.61,101.68,192.39,70.20,65.80,2338.47,148.33,67.46,793.11,5182.63,67.69,1279.37,1910.11,40.33,88.66,117.46,1734.44,196.51,276.93,162.18,2.79,3.28,1.73,11846.23,32.26,33.95,33.51,29.32,2796.26,1.07,557.90,58.76,108.41,471.68,68.37,6.24,675.26,362.03,7.50,341.46,592.93,319.34,11.81,27.09,847.00,260.12,15290.91,24.66,170.87,2.63,7.45,1008.15,1066.10,1903.63,24030.39,31119.05,1591.93,14.92,2108.91,759.00,0.29,125.62,210.09,303.74,3.53,16.36,56.58,2.89,7335.54,113.70,84763.64,2275.00,2991.66,1750.00,15432.34,,,,,,,,,,,,,,,,,,,,,,,,,
2020M4,85.05,79.42,105.21,92.14,92.95,82.59,109.15,92.10,91.81,125.76,116.05,135.15,118.44,97.51,55.89,55.00,48.51,87.55,1459.93,1277.00,97.98,195.43,64.62,53.40,2270.24,154.63,64.02,759.34,5057.97,63.53,1282.57,1914.94,36.01,83.75,112.15,1657.55,194.94,276.24,147.01,2.08,2.13,1.76,11804.01,23.34,26.85,26.19,16.98,2775.09,1.10,518.47,48.67,73.86,542.82,60.70,5.50,676.73,359.90,7.11,321.82,577.67,309.99,10.05,26.07,878.25,257.26,14952.80,29.96,179.75,2.87,7.56,893.98,937.33,1903.37,20578.15,29565.00,1682.93,15.03,2081.59,752.55,0.33,150.11,207.86,298.65,3.53,13.42,56.26,2.88,6761.91,108.16,80179.88,1680.00,2968.21,1750.00,15432.34,,,,,,,,,,,,,,,,,,,,,,,,,
2020M5,91.73,86.55,108.12,95.41,96.55,81.95,112.75,94.90,91.46,129.39,121.21,137.30,122.84,93.63,68.01,73.72,43.93,80.47,1466.37,1297.68,98.64,214.90,54.15,53.90,2317.45,149.92,64.54,792.73,5239.83,65.70,1271.12,1939.87,34.63,91.33,110.34,1626.34,191.73,277.73,143.99,1.46,2.03,1.81,12179.61,31.27,32.42,32.60,28.78,2754.38,1.22,498.48,62.78,98.11,498.86,61.37,6.02,670.46,355.34,7.39,313.99,585.39,309.33,10.64,25.85,900.05,246.29,15401.92,33.51,174.95,3.19,7.98,805.26,899.48,1975.32,18424.35,29562.59,1716.38,16.23,1898.24,793.71,0.42,142.81,201.91,287.63,3.58,11.96,55.55,2.93,6615.88,108.88,76716.07,1680.00,2956.03,1750.00,15432.34,,,,,,,,,,,,,,,,,,,,,,,,,
2020M6,99.87,95.48,111.96,98.12,99.74,78.98,121.01,97.42,92.65,135.75,132.28,139.11,133.32,91.21,82.40,92.59,43.99,81.57,1568.57,1298.34,101.68,215.73,55.00,54.53,2228.62,141.52,64.62,848.16,5754.60,67.80,1303.35,1945.24,35.59,103.34,110.70,1744.84,183.27,276.71,148.04,1.65,2.05,1.70,12727.15,39.75,40.86,40.07,38.31,2842.24,1.23,573.22,46.54,99.13,503.05,64.79,6.78,683.65,350.49,7.95,316.10,614.90,318.64,11.83,25.98,963.94,229.80,16837.84,33.09,169.72,3.18,7.75,815.43,916.09,2025.71,18538.87,29074.34,1732.22,17.72,1920.55,820.77,0.50,130.88,206.07,296.52,3.62,19.86,55.51,2.95,6633.59,115.10,72682.34,1662.27,2963.95,1750.00,15432.34,,,,,,,,,,,,,,,,,,,,,,,,,
2020M7,102.86,97.80,114.24,96.19,97.55,80.06,126.62,95.78,93.05,144.30,139.97,148.49,141.58,89.49,86.42,97.38,45.86,78.36,1643.81,1286.33,102.03,199.30,51.67,53.46,2102.08,146.78,67.69,891.34,6372.46,68.52,1330.13,1962.34,34.87,108.02,110.58,1817.93,191.63,278.89,152.59,1.64,2.29,1.76,13402.30,42.18,43.30,42.53,40.72,2868.08,1.25,610.50,46.19,94.29,464.48,67.98,5.82,692.78,335.01,6.97,319.06,643.00,328.94,11.90,26.62,974.11,234.60,17469.92,32.36,170.57,3.05,7.93,822.49,895.97,2177.20,18188.14,28517.02,1843.31,20.41,2040.39,862.17,0.49,117.63,201.50,339.94,2.99,24.05,56.28,3.58,6703.31,122.87,67930.89,1623.91,2996.65,1750.00,14569.66,,,,,,,,,,,,,,,,,,,,,,,,,
2020M8,108.67,103.13,119.35,97.74,98.59,87.74,133.93,97.50,95.83,154.78,149.07,160.30,152.46,92.11,93.23,99.66,66.81,79.45,1738.56,1247.04,102.61,200.43,51.38,55.13,2348.68,163.07,72.64,924.93,6508.39,70.00,1289.74,1928.83,28.75,120.07,113.42,1936.27,191.36,280.84,149.39,2.61,3.63,2.34,14575.78,43.79,45.08,43.92,42.37,2995.76,1.17,674.70,52.41,88.76,484.43,79.96,5.67,719.52,337.65,6.89,319.54,701.23,332.14,12.81,27.44,1033.43,247.76,17660.36,31.38,174.18,2.70,8.60,719.48,801.27,2413.91,17164.56,32914.88,1968.03,26.91,2170.05,940.24,0.51,119.17,199.79,374.59,3.17,20.12,61.03,3.68,6590.35,129.64,68554.16,1571.67,3066.90,1750.00,12125.41,,,,,,,,,,,,,,,,,,,,,,,,,
2020M9,108.34,103.18,120.13,99.25,100.03,90.09,136.38,98.97,97.05,154.62,152.02,157.14,155.14,91.51,91.30,93.25,80.01,81.86,1743.77,1224.26,102.12,197.73,52.01,57.66,2457.61,166.56,72.77,937.55,6704.90,70.81,1255.02,1916.70,24.96,123.00,114.09,1872.91,203.21,282.12,166.60,3.85,4.61,2.29,14857.49,40.97,41.93,41.37,39.60,3094.02,1.14,707.33,65.59,85.50,491.91,89.31,5.42,712.55,330.40,6.89,355.36,740.95,366.82,12.44,26.85,1188.55,266.20,17951.26,29.98,204.14,2.76,9.85,606.82,726.02,2442.46,17623.95,33482.10,1922.21,25.89,2299.64,907.18,0.49,120.00,187.83,387.74,2.84,16.78,70.60,3.46,6680.14,131.56,69236.41,1612.84,3083.05,1750.00,12125.41,,,,,,,,,,,,,,,,,,,,,,,,,
2020M10,111.24,106.60,122.19,103.57,105.24,83.74,137.48,103.56,103.48,153.09,150.99,155.12,153.79,90.84,95.40,92.30,101.23,87.05,1806.10,1135.74,102.37,190.05,58.07,58.78,2292.05,152.06,68.36,926.84,6713.81,74.82,1255.16,1943.93,26.13,119.25,115.48,1776.27,202.02,283.12,186.77,4.81,6.12,2.83,15239.36,40.61,41.61,40.81,39.41,3285.64,1.15,730.95,75.59,90.48,458.86,101.52,5.23,713.57,351.43,6.85,405.21,735.17,387.58,14.29,27.39,1198.38,254.00,18176.59,29.64,203.43,2.95,12.29,766.84,933.51,2440.65,18313.40,33227.88,1900.28,24.25,2345.18,876.27,0.53,120.00,183.30,387.80,3.54,21.15,74.01,3.26,6758.06,131.90,69367.46,1665.45,3081.97,1691.50,12125.41,,,,,,,,,,,,,,,,,,,,,,,,,
2020M11,115.21,111.36,125.11,106.89,108.69,85.61,144.12,107.13,108.79,155.35,158.16,152.63,160.26,89.63,100.90,97.15,104.68,98.94,1935.28,1132.60,108.05,190.79,62.95,69.62,2359.24,150.73,72.38,1047.15,7068.91,77.72,1294.93,1978.52,29.85,123.52,112.91,1915.62,230.15,285.35,190.63,4.78,6.82,2.87,15807.73,42.97,44.05,43.47,41.39,1389.97,1.22,841.64,68.13,104.34,459.86,110.15,5.25,727.87,359.58,7.09,430.24,812.68,419.59,14.93,29.33,1348.08,255.69,18522.48,29.49,210.75,2.96,12.69,822.59,1010.49,2671.60,19505.66,32238.88,1863.49,24.04,2353.24,913.76,0.54,120.00,172.05,394.36,3.64,23.11,70.23,3.35,6889.47,137.38,70408.87,1589.17,3241.48,1673.86,12125.41,,,,,,,,,,,,,,,,,,,,,,,,,
2020M12,125.24,122.59,129.90,108.08,109.86,87.03,159.46,108.02,107.59,166.19,180.07,152.77,180.36,93.05,118.49,109.60,130.40,127.84,2014.67,1150.61,112.46,189.11,80.59,90.63,2405.76,157.95,71.95,1085.86,7772.24,81.02,1328.99,1970.74,34.34,153.07,113.11,2020.47,219.67,287.00,199.18,5.83,11.61,2.58,16823.04,49.02,50.38,49.63,47.07,1313.41,1.21,910.65,62.28,110.83,499.35,107.75,5.55,740.49,329.54,7.75,442.11,881.29,443.66,14.67,28.36,1432.39,247.70,19731.96,29.77,217.31,3.32,13.08,842.78,1047.57,2779.85,20657.31,31882.29,1855.96,24.89,2342.96,1025.52,0.65,123.48,171.40,429.76,3.72,15.99,65.52,3.43,6955.56,145.81,71683.14,1600.00,3477.78,1720.00,12125.41,,,,,,,,,,,,,,,,,,,,,,,,,
2021M1,136.96,135.54,135.94,114.61,116.94,87.11,167.03,114.07,110.41,171.61,189.54,154.27,189.44,106.03,138.45,120.10,181.99,135.00,2003.98,1239.48,125.70,197.10,91.00,90.29,2392.97,160.82,70.81,1123.08,7972.15,87.24,1346.35,1962.42,35.67,166.74,123.98,2014.73,219.72,287.00,231.75,7.30,20.42,2.65,17863.18,53.91,55.22,54.65,51.85,3468.29,1.19,936.45,64.04,110.56,518.48,104.40,5.74,743.60,354.30,7.57,488.25,956.61,504.31,15.92,28.79,1551.08,249.06,21920.24,29.86,237.94,3.58,15.03,862.10,1103.76,2705.35,21950.69,37883.78,1866.99,25.90,2376.38,1089.86,0.86,146.36,193.28,469.09,4.11,16.23,62.40,3.32,7028.14,150.04,76313.43,2126.19,3514.07,1720.00,12125.41,,,,,,,,,,,,,,,,,,,,,,,,,
2021M2,137.97,137.20,138.19,117.39,119.74,89.58,169.52,116.61,111.31,171.45,192.66,150.94,192.95,132.05,137.66,136.03,117.47,133.71,2078.59,1225.83,137.85,204.63,92.49,87.26,2383.03,166.43,73.37,1249.12,8470.94,92.76,1379.26,1942.65,36.06,162.33,128.33,2080.11,215.18,282.53,245.55,6.17,7.17,2.92,18584.38,60.95,62.36,61.25,59.23,3898.12,1.10,968.87,72.82,111.57,535.75,105.25,6.04,755.26,334.05,7.43,472.65,1034.99,507.82,17.00,29.62,1653.55,266.29,26315.75,28.66,240.81,3.54,15.89,921.83,1225.33,2744.50,23214.68,47516.45,1808.18,27.35,2345.95,1206.70,0.90,202.45,199.77,582.57,4.01,15.66,64.52,3.36,7050.14,157.99,79876.06,2635.00,3652.87,1739.00,12125.41,,,,,,,,,,,,,,,,,,,,,,,,,
2021M3,141.02,141.40,140.24,120.00,122.51,90.33,174.68,119.29,114.48,171.09,198.61,144.48,198.13,151.39,142.14,144.28,110.63,141.68,2190.48,1229.28,138.98,205.28,95.23,95.00,2471.20,167.05,73.86,1282.51,8988.25,91.45,1398.98,2030.81,41.99,166.74,132.50,1948.00,225.57,273.85,245.76,6.21,6.44,2.62,16406.66,64.09,65.80,64.29,62.18,3933.92,1.12,995.80,88.88,114.72,502.35,108.16,7.32,755.53,366.75,6.60,450.35,1192.33,519.88,15.81,30.48,1972.24,254.90,27061.00,28.33,229.89,3.76,15.49,946.91,1221.79,2791.94,25477.77,52414.67,1718.23,25.61,2480.26,1181.00,0.92,269.31,189.89,587.15,3.89,16.22,69.86,3.23,7317.11,163.67,85196.12,2811.96,4762.80,2080.43,14983.75,,,,,,,,,,,,,,,,,,,,,,,,,
2021M4,145.22,145.68,146.62,126.83,130.00,89.38,181.52,125.26,114.60,177.99,208.12,148.86,207.81,158.97,143.19,142.46,126.18,141.59,2319.39,1229.28,154.25,224.82,97.85,92.48,2366.49,168.65,74.47,1345.52,9324.82,90.73,1397.01,2009.81,41.44,178.25,138.90,2011.92,242.33,272.90,268.62,7.28,7.89,2.68,16521.25,63.36,65.53,63.13,61.42,4124.21,1.11,1036.29,102.16,135.29,470.27,99.33,7.56,754.39,396.35,6.98,453.36,1277.76,537.42,16.24,31.29,1919.70,239.68,28328.43,29.75,239.94,3.85,15.59,920.75,1224.27,2829.01,25132.70,49020.70,1761.68,25.64,2769.86,1208.14,0.83,293.73,192.60,582.82,4.50,16.18,74.17,3.41,7897.03,168.66,89693.15,2862.50,4752.97,2012.50,17229.11,,,,,,,,,,,,,,,,,,,,,,,,,
2021M5,155.19,155.93,155.62,133.12,136.33,95.25,197.48,131.17,117.99,192.19,229.07,156.54,227.40,161.77,154.56,148.65,152.49,156.40,2434.78,1229.28,195.84,239.95,104.21,105.72,2409.36,186.46,79.68,1583.07,10166.29,90.89,1499.76,2026.37,40.17,202.86,149.35,2182.53,235.60,272.75,304.30,9.00,10.01,2.96,17602.10,66.63,68.38,66.35,65.16,4397.94,1.14,1104.58,109.58,141.78,477.19,105.41,8.04,767.31,421.35,7.36,457.01,1475.15,576.97,17.20,32.42,1936.49,244.25,32283.90,30.26,278.45,3.78,17.88,926.25,1257.42,2969.62,26345.24,44214.85,1855.56,27.47,2873.10,1212.10,0.82,296.71,184.15,628.12,3.88,16.18,73.77,3.64,8557.86,179.79,94471.27,2985.71,4657.84,2039.29,17715.70,,,,,,,,,,,,,,,,,,,,,,,,,
2021M6,160.78,162.34,153.79,126.50,128.97,97.28,203.48,125.43,118.17,194.95,237.39,153.92,233.75,176.00,170.90,161.31,175.64,183.89,2446.65,1229.28,187.37,246.98,132.15,115.44,2366.29,192.06,84.93,1595.27,9631.50,94.50,1515.26,2016.40,39.73,215.82,152.38,2191.03,234.82,270.39,292.52,10.32,12.02,3.27,17979.57,72.06,73.51,71.30,71.38,4489.52,1.20,920.96,116.19,143.20,454.86,97.07,7.08,764.69,436.36,7.56,412.26,1438.36,537.36,17.21,33.05,1586.46,228.02,32502.55,32.14,238.77,3.80,17.09,959.85,1338.22,2951.85,38693.13,44149.36,1834.57,26.98,2721.23,1124.00,0.96,320.63,214.38,662.99,3.10,16.18,71.13,3.66,9107.27,181.11,96521.51,3336.36,4514.72,2150.00,18873.55,,,,,,,,,,,,,,,,,,,,,,,,,
2021M7,164.83,167.10,153.41,127.36,129.46,102.53,202.83,125.43,112.37,194.40,238.78,151.49,234.53,170.87,181.35,164.91,208.81,205.25,2497.64,1238.70,180.17,245.68,153.20,123.62,2328.28,204.50,94.09,1450.60,9450.82,97.70,1489.56,2084.91,50.65,214.34,150.02,2337.51,249.01,269.95,278.45,12.52,14.10,3.81,18818.51,73.04,74.40,72.14,72.59,4402.40,1.30,1010.22,109.52,141.95,414.86,84.92,7.15,752.37,369.01,7.75,397.55,1451.69,523.57,17.71,36.14,1560.26,225.41,34020.18,32.34,243.63,4.30,16.01,909.48,1309.07,2947.52,43364.93,51649.02,1807.09,25.75,2733.64,1087.05,1.09,298.31,227.83,658.81,3.31,18.10,68.62,3.77,9001.03,183.40,95767.61,3537.50,5688.07,2237.50,19808.51,,,,,,,,,,,,,,,,,,,,,,,,,
2021M8,163.19,165.48,148.93,130.03,131.93,107.59,183.27,127.50,110.39,179.66,212.24,148.16,209.37,170.35,183.81,156.10,244.22,231.34,2602.99,1228.65,169.78,247.14,173.57,138.51,2477.50,216.43,94.89,1481.32,9370.14,101.30,1474.73,2051.97,54.72,162.09,150.13,2414.47,232.88,271.03,257.02,15.28,16.64,4.03,19141.30,69.06,70.59,68.73,67.87,4383.35,1.36,1077.78,106.35,140.97,386.77,86.25,6.62,752.10,330.60,8.13,390.97,1371.44,504.04,19.38,35.20,1678.71,257.93,35024.00,32.15,274.88,4.85,15.22,879.08,1218.58,2987.95,41594.21,51640.50,1783.97,24.02,2539.09,1007.50,1.12,294.09,230.09,665.11,3.94,17.83,71.25,3.81,9204.22,183.07,103970.14,3885.00,7703.55,2325.00,20172.27,,,,,,,,,,,,,,,,,,,,,,,,,
2021M9,171.58,174.88,143.03,126.97,128.01,114.66,167.77,124.56,108.25,168.10,191.43,145.54,188.91,178.15,212.88,165.15,344.61,260.61,2834.56,1187.85,175.57,249.25,188.12,162.84,2552.76,225.54,104.59,1623.43,9324.71,103.68,1464.56,2079.64,57.02,113.72,152.04,2248.30,257.09,270.24,235.82,22.23,24.06,5.10,19376.88,73.01,74.75,72.76,71.54,4441.54,1.41,1105.98,93.03,142.13,387.00,81.22,6.17,748.67,294.51,8.26,372.66,1261.39,469.44,19.26,35.74,1601.20,292.67,34887.30,45.08,269.73,5.34,13.52,868.09,1213.26,3036.02,43467.14,51797.91,1777.25,23.31,2112.18,975.18,1.29,295.00,255.60,719.03,3.56,18.59,71.48,3.62,9916.55,185.52,122714.90,4975.23,7484.71,2273.86,20172.27,,,,,,,,,,,,,,,,,,,,,,,,,
2021M10,191.50,197.06,146.59,128.65,129.48,118.88,172.76,126.65,113.09,170.43,196.48,145.24,193.14,223.04,256.46,187.03,458.16,338.06,2934.39,1154.96,208.66,251.29,240.73,214.27,2573.73,241.07,105.30,1755.89,9829.22,117.38,1460.88,2233.89,56.74,114.48,153.70,2344.83,242.61,263.17,239.60,29.81,35.07,5.57,19362.39,82.22,83.87,81.44,81.36,4366.58,1.25,1238.17,84.85,138.63,388.90,85.54,6.69,746.43,310.64,8.22,355.37,1347.61,452.02,19.62,37.19,1735.49,315.93,37722.92,38.48,294.04,6.56,13.67,892.43,1227.00,3359.91,43900.34,54779.29,1776.85,23.30,2008.86,1017.10,1.45,442.26,241.57,745.84,3.39,19.21,67.63,3.28,11060.61,193.31,142293.44,5828.57,7911.97,2250.00,20172.27,,,,,,,,,,,,,,,,,,,,,,,,,
2021M11,183.10,187.32,146.76,130.90,131.64,122.24,161.66,128.90,115.36,164.09,180.06,148.66,178.88,263.03,235.68,182.05,419.75,235.57,2636.45,1147.66,224.36,258.45,177.80,140.07,2405.87,258.98,109.43,1816.90,9728.90,126.54,1436.52,2309.35,57.12,90.13,162.35,2329.98,235.51,261.16,248.77,27.38,31.96,5.12,19932.86,79.55,80.89,78.66,79.10,4186.37,1.25,1279.64,73.76,143.09,383.55,88.50,6.56,733.52,309.84,8.54,388.30,1305.90,454.58,19.75,37.12,1746.12,315.67,39158.69,31.10,317.44,7.42,14.73,907.98,1196.17,3311.27,43476.16,60412.50,1820.23,24.20,2006.77,1035.77,1.24,556.37,248.38,803.97,3.42,20.96,67.88,3.21,11888.26,199.35,163563.75,6209.09,9971.14,4795.45,20172.27,,,,,,,,,,,,,,,,,,,,,,,,,
2021M12,186.69,191.62,149.85,134.54,135.35,124.92,168.85,131.92,114.16,167.18,190.58,144.55,186.63,267.59,239.99,168.08,504.14,236.18,2695.53,1160.22,238.51,260.93,181.47,137.47,2378.73,268.33,112.46,1813.83,9551.18,120.04,1446.53,2282.04,57.73,110.46,165.10,2301.69,241.67,261.23,264.57,37.36,37.42,3.86,20015.55,73.11,74.68,72.85,71.80,4124.93,1.34,1207.46,69.89,168.45,383.57,88.19,7.41,725.56,315.66,8.46,425.20,1216.08,473.81,19.17,36.71,1685.60,316.63,39422.52,36.13,324.02,7.08,15.35,909.31,1196.22,3399.21,42108.29,69347.19,1786.65,22.47,1810.52,945.26,1.04,561.85,264.39,811.33,3.76,22.29,64.69,3.20,11131.45,202.08,184429.31,7450.00,10824.30,5750.00,20172.27,,,,,,,,,,,,,,,,,,,,,,,,,
2022M1,192.25,197.53,158.28,140.53,141.83,125.16,183.36,137.77,119.11,177.93,208.89,148.00,204.13,294.98,241.38,193.11,389.05,300.83,3005.98,1162.19,250.92,262.52,231.76,174.55,2467.36,271.08,109.71,1830.00,9782.34,132.33,1487.03,2374.22,58.58,133.05,168.28,2331.85,245.11,259.05,276.72,27.89,26.83,4.23,22355.40,84.12,85.62,83.45,83.28,4250.13,1.51,1293.60,75.63,176.23,397.00,90.21,8.02,738.97,327.45,8.71,456.75,1336.03,514.45,18.46,35.48,1703.47,312.37,41791.70,36.87,326.08,6.56,15.42,933.37,1224.10,3599.14,42297.26,70527.05,1816.77,23.13,2030.86,993.76,1.17,550.00,489.95,776.45,4.16,25.39,66.25,3.16,10559.25,208.82,266260.85,7507.14,11440.15,5178.57,19668.36,,,,,,,,,,,,,,,,,,,,,,,,,
2022M2,203.49,209.69,164.39,147.03,148.67,127.60,190.21,144.03,123.70,184.00,216.64,152.44,212.54,299.10,260.05,212.07,389.72,357.95,3245.79,1254.14,249.25,269.88,272.49,210.71,2551.33,279.83,109.43,1731.73,9943.18,138.41,1498.29,2355.24,58.66,139.70,166.29,2296.86,269.77,258.47,292.67,26.98,27.82,4.48,24015.55,92.47,94.27,91.53,91.61,4233.02,1.39,1458.07,90.39,168.60,410.00,96.89,8.83,737.98,338.45,8.23,496.51,1477.37,583.69,18.20,35.38,1829.77,314.07,43983.35,35.83,347.50,7.16,16.36,924.56,1234.98,3620.04,42350.80,71573.60,1856.30,23.47,2350.10,1049.40,1.28,550.02,495.34,824.26,4.34,26.84,64.47,3.13,10480.12,214.51,341140.05,7400.00,13255.96,4750.00,19290.43,,,,,,,,,,,,,,,,,,,,,,,,,
2022M3,239.87,249.36,176.33,157.77,160.99,119.70,204.92,154.61,133.21,196.31,233.43,160.43,228.88,331.22,331.78,254.43,557.99,505.28,3498.37,1391.42,256.27,275.30,353.44,326.11,2459.40,258.99,103.92,2164.06,10230.89,141.13,1486.74,2403.03,56.92,147.35,165.95,2344.84,294.97,250.95,335.93,41.73,38.74,4.97,33924.18,109.48,112.44,107.59,108.40,4398.57,1.45,1652.72,99.45,198.37,419.43,98.30,9.42,717.98,465.97,7.92,529.20,1672.42,617.20,19.11,36.33,2487.81,282.44,43949.67,45.51,387.67,7.13,17.56,931.18,1241.76,3962.21,42422.69,80457.43,1947.83,25.24,2582.78,1043.26,1.45,584.00,536.59,1049.02,4.55,28.06,64.84,3.16,11617.70,227.92,473185.88,6577.17,13245.28,3750.00,24562.34,,,,,,,,,,,,,,,,,,,,,,,,,
2022M4,228.29,236.59,178.34,162.30,165.83,120.55,203.53,158.57,133.32,194.04,231.44,157.89,225.68,348.95,300.53,244.04,463.03,470.78,3246.99,1460.14,262.96,271.31,334.72,298.87,2457.38,265.40,103.96,2290.66,10174.35,155.32,1501.86,2362.26,57.40,146.67,162.91,2386.11,266.45,235.71,348.51,31.99,29.01,6.74,33133.81,103.63,106.16,102.76,101.99,4284.61,1.72,1613.07,99.30,223.99,415.76,97.07,10.38,705.78,442.15,7.70,505.00,1745.80,618.14,19.70,36.88,2536.62,270.64,43022.24,48.70,406.03,7.41,19.04,917.08,1242.09,4371.34,42538.72,81790.38,1933.90,24.65,2330.67,963.71,1.30,629.05,561.99,1051.40,4.87,28.54,65.81,3.01,11874.49,219.97,490008.18,6300.00,10928.50,3500.00,24801.98,,,,,,,,,,,,,,,,,,,,,,,,,
2022M5,226.33,235.17,170.78,159.04,162.50,118.19,187.21,155.91,134.70,178.52,208.09,149.93,203.04,347.82,306.67,263.12,415.15,550.86,2839.51,1464.09,257.36,269.18,418.49,325.04,2363.87,260.45,103.16,2208.96,9395.03,163.98,1463.36,2352.39,57.26,131.09,145.46,2147.78,296.49,231.13,344.91,27.46,21.94,8.16,28228.89,109.90,112.11,107.86,109.71,4098.48,1.77,1601.22,100.15,227.96,425.27,96.05,10.54,678.80,431.36,7.73,463.94,1838.86,617.12,19.28,36.37,2498.83,263.47,35992.33,40.89,444.16,6.63,18.52,917.33,1224.25,3769.65,42328.75,77721.36,1849.83,21.97,2060.05,958.27,1.22,627.05,615.70,929.31,3.69,28.16,62.44,3.18,11790.13,202.33,453228.86,6300.00,11004.92,3500.00,24801.98,,,,,,,,,,,,,,,,,,,,,,,,,
2022M6,231.61,241.17,164.89,153.38,156.15,120.69,180.42,150.44,130.50,173.81,200.26,148.24,195.36,320.12,328.12,275.43,483.23,559.39,2575.67,1440.23,259.13,262.84,427.42,327.82,2323.12,273.76,103.85,2061.03,9067.55,154.45,1430.85,2336.58,58.44,131.05,140.44,2075.16,286.89,222.30,335.72,32.91,29.54,7.57,25877.07,114.74,117.69,111.86,114.68,4030.65,1.77,1322.18,107.06,222.85,434.18,94.02,9.92,671.82,417.56,8.03,472.77,1680.24,621.20,18.79,35.98,2154.40,265.29,31890.19,40.33,397.65,6.51,16.87,949.00,1253.11,3652.89,39859.58,72057.73,1837.06,21.50,1913.05,954.09,1.22,562.38,602.22,844.30,3.45,29.15,61.35,3.07,11555.39,190.62,443656.20,5059.09,11480.42,3500.00,24801.98,,,,,,,,,,,,,,,,,,,,,,,,,
2022M7,229.47,239.69,150.43,142.04,144.32,115.20,157.43,139.16,119.61,156.13,172.47,140.33,169.84,286.36,343.81,250.05,668.93,564.49,2408.42,1515.39,240.30,257.64,433.63,328.68,2239.40,255.91,100.44,1884.62,7544.81,131.04,1398.52,2405.97,56.47,109.05,135.57,1985.20,278.29,217.76,312.68,51.15,41.17,7.11,21481.89,102.50,105.25,100.32,101.92,4065.02,1.63,902.89,113.43,197.10,412.48,82.94,8.84,653.56,400.90,7.77,510.75,1371.21,571.00,18.34,34.85,1839.85,264.49,25395.77,38.94,321.98,5.56,14.48,900.97,1156.70,3105.36,39859.58,55713.24,1737.38,19.08,1973.10,870.00,1.15,465.67,570.77,851.80,3.12,29.16,60.01,3.10,11141.38,167.11,441052.34,2887.50,10294.23,3500.00,24801.98,,,,,,,,,,,,,,,,,,,,,,,,,
2022M8,241.93,253.32,148.97,138.81,140.30,121.16,158.51,136.09,117.69,158.73,174.74,143.26,172.82,265.52,376.41,233.90,893.10,577.58,2433.92,1672.47,212.40,252.04,447.45,332.84,2270.10,268.48,109.69,1664.33,7990.81,124.76,1399.36,2412.27,58.23,109.07,135.47,2068.84,277.38,220.19,293.93,69.98,54.16,8.78,22034.89,95.68,97.64,95.69,93.69,4247.09,1.76,926.32,115.85,175.72,411.09,73.30,7.43,653.40,430.17,8.09,527.11,1518.72,576.82,18.06,35.48,1823.44,262.22,24660.15,39.80,323.02,4.27,15.64,864.30,1124.79,3590.13,33364.57,49308.83,1764.13,19.73,2135.52,908.96,1.09,409.28,560.31,822.78,2.74,28.02,59.99,3.08,10775.61,169.44,435305.33,2447.28,8482.22,3358.70,24801.98,,,,,,,,,,,,,,,,,,,,,,,,,
